runId,threadId,publishedAt,claimedAt,completedAt,timeToPickupMs,durationMs,secondMessage,reconnected,status
eba34312-38d2-4b29-b5ea-2cf3ae291139,load-w3-u10-u0,1782909780307,1782909780331,1782909794327,24,14020,false,false,done
96c378ee-ad9b-4dcd-972c-dc7a47652d90,load-w3-u10-u0,1782909780314,1782909787883,1782909794327,7569,14013,true,false,done
6401a529-6d44-43a2-b6eb-469cc210e2b8,load-w3-u10-u1,1782909780600,1782909780610,1782909794327,10,13727,false,false,done
be084faa-a49e-4e10-a390-64de225f6c37,load-w3-u10-u2,1782909780896,1782909780900,1782909794327,4,13431,false,true,done
573997bd-1b73-4569-95cb-411e5d8a872a,load-w3-u10-u2,1782909780904,1782909787318,1782909794327,6414,13423,true,false,done
45ebcb88-d3ee-492d-a01d-7d164eff4c85,load-w3-u10-u3,1782909781202,1782909782296,1782909794327,1094,13125,false,false,done
e3f13b1a-1632-492e-b70f-a18143e28fea,load-w3-u10-u3,1782909781204,1782909784284,1782909794327,3080,13123,true,false,done
9457d894-7ed8-4d79-8df2-26e9842217a0,load-w3-u10-u4,1782909781495,1782909785144,1782909794327,3649,12832,false,true,done
0dbb3bf3-f29b-4b56-8c83-7878afc95d34,load-w3-u10-u5,1782909781795,1782909785665,1782909794327,3870,12532,false,false,done
080a34a5-c4a1-4019-a9b3-3d658178bb9f,load-w3-u10-u6,1782909782097,1782909786403,1782909794327,4306,12230,false,false,done
88a845c6-034a-4705-bf28-a5eeae57608f,load-w3-u10-u7,1782909782394,1782909786889,1782909794327,4495,11933,false,false,done
e569d463-2f64-449c-aec7-4dc5c84b8f47,load-w3-u10-u7,1782909782398,1782909791978,1782909795840,9580,13442,true,false,done
e85018c6-bce4-499f-912e-39d9c8b50362,load-w3-u10-u8,1782909782697,1782909788786,1782909794327,6089,11630,false,true,done
55609bf8-8cef-4817-ae5e-6e95a631c986,load-w3-u10-u9,1782909782993,1782909791926,1782909794327,8933,11334,false,false,done
