runId,threadId,publishedAt,claimedAt,completedAt,timeToPickupMs,durationMs,secondMessage,reconnected,status
48e5d40a-b470-46a1-8309-24b1832e5a70,load-w1-u50-u0,1782909371007,1782909371008,1782909505065,1,134058,false,false,done
c8e755cd-80eb-45bf-9694-a01f52cc64a5,load-w1-u50-u0,1782909371017,1782909372493,1782909505065,1476,134048,true,false,done
ce7978ac-219b-4f04-9327-017dbf244198,load-w1-u50-u1,1782909371063,1782909373668,1782909505065,2605,134002,false,false,done
8725023a-99d3-437a-8e63-7aa87ffb7d8c,load-w1-u50-u2,1782909371123,1782909374607,1782909505065,3484,133942,false,true,done
5514ab0a-d681-4a3b-acea-1dce8411052b,load-w1-u50-u2,1782909371126,1782909375294,1782909505065,4168,133939,true,false,done
62686565-dfa2-4440-8f71-900025d3795a,load-w1-u50-u3,1782909371184,1782909375990,1782909505065,4806,133881,false,false,done
25824325-14a3-41ad-82ef-aca57f16e521,load-w1-u50-u3,1782909371189,1782909376695,1782909505065,5506,133876,true,false,done
fcdbb04c-6b54-4ccc-8a77-c25777eeefe8,load-w1-u50-u4,1782909371244,1782909377475,1782909505065,6231,133821,false,true,done
c12336b0-5b97-47a7-ae54-c87ec10d8a04,load-w1-u50-u5,1782909371304,1782909380441,1782909505065,9137,133761,false,false,done
aca9fc1d-cd37-456b-8bcf-2729c2dfb909,load-w1-u50-u6,1782909371364,1782909383053,1782909505065,11689,133701,false,false,done
b7d4c66f-1b7f-444c-8b59-b50e3fb62733,load-w1-u50-u7,1782909371423,1782909385222,1782909505065,13799,133642,false,false,done
5239f283-14b6-4444-ba54-9d8fa18a1578,load-w1-u50-u7,1782909371429,1782909386298,1782909505065,14869,133636,true,false,done
b10c3ea5-4627-4d33-b923-3b0b87c2d203,load-w1-u50-u8,1782909371484,1782909388163,1782909505065,16679,133581,false,true,done
4b743536-5722-4709-87a0-e1ffb5dc6833,load-w1-u50-u9,1782909371543,1782909391666,1782909505065,20123,133522,false,false,done
f2baf1e3-5152-4375-8828-d000d07e77ad,load-w1-u50-u10,1782909371605,1782909400070,1782909505065,28465,133460,false,false,done
cb4e8e21-e83c-4d17-a005-394bc793585e,load-w1-u50-u11,1782909371667,1782909402266,1782909505065,30599,133398,false,true,done
9081f512-d986-4d25-bb4e-a47b42bd1251,load-w1-u50-u12,1782909371727,1782909402968,1782909505065,31241,133338,false,true,done
a29f8e1e-1f1b-433d-9977-7436b0477c87,load-w1-u50-u13,1782909371788,1782909405575,1782909505065,33787,133277,false,false,done
45e6fec0-efb6-4fc4-87fe-af5447c23cd6,load-w1-u50-u14,1782909371847,1782909406844,1782909505065,34997,133218,false,false,done
1a4b4bff-e2f6-4a41-bd1d-11eef8e20d1a,load-w1-u50-u15,1782909371908,1782909412210,1782909505065,40302,133157,false,true,done
a098c617-b463-481f-bde1-169fee398795,load-w1-u50-u16,1782909371969,1782909420445,1782909505065,48476,133096,false,false,done
e2cd5832-241a-4320-a9f9-ffc76ad88021,load-w1-u50-u17,1782909372023,1782909421689,1782909505065,49666,133042,false,false,done
2712e450-165a-43ab-9361-ebc49156f6f7,load-w1-u50-u18,1782909372111,1782909423708,1782909505065,51597,132954,false,false,done
4f8ccc16-045b-4d46-9404-c3e7d2133060,load-w1-u50-u19,1782909372148,1782909424493,1782909505065,52345,132917,false,false,done
9a63b46b-647a-436e-a78c-d7e8c4263391,load-w1-u50-u19,1782909372157,1782909426458,1782909505065,54301,132908,true,false,done
e075652e-84bc-49f2-bdbd-2f8953376b98,load-w1-u50-u20,1782909372228,1782909428057,1782909505065,55829,132837,false,false,done
96cab9d7-006c-42b8-9dbf-700b56155166,load-w1-u50-u21,1782909372263,1782909428938,1782909505065,56675,132802,false,true,done
a74ef98d-ed21-404a-8106-f28c9bf44edd,load-w1-u50-u22,1782909372322,1782909430429,1782909505065,58107,132743,false,false,done
6986c2c1-ddf4-4875-9748-ad753e0c5ab5,load-w1-u50-u22,1782909372324,1782909432429,1782909505065,60105,132741,true,false,done
697f58ed-fc9d-4196-add0-6c5161f967d3,load-w1-u50-u23,1782909372382,1782909435919,1782909505065,63537,132683,false,true,done
6163f8a7-ec7c-47d2-82f2-d5863be3774a,load-w1-u50-u24,1782909372442,1782909436967,1782909505065,64525,132623,false,true,done
825ee5dc-b244-4e42-af8f-1de9a8ef65e1,load-w1-u50-u25,1782909372501,1782909438452,1782909505065,65951,132564,false,false,done
140f3916-fc12-4d86-8e13-2cb5ea05c454,load-w1-u50-u26,1782909372568,1782909440445,1782909505065,67877,132497,false,true,done
2d4020bc-3363-43f1-a619-6d8e3ff5982f,load-w1-u50-u27,1782909372624,1782909440947,1782909505065,68323,132441,false,false,done
8e7e9df1-3bb5-4332-ba39-9bd06938bade,load-w1-u50-u28,1782909372686,1782909446522,1782909505065,73836,132379,false,false,done
af4298f1-117a-4226-b638-cf62fc4e053a,load-w1-u50-u29,1782909372746,1782909451873,1782909505065,79127,132319,false,true,done
5d59070b-93d0-4e6b-9e7c-726d753f94c8,load-w1-u50-u30,1782909372805,1782909455612,1782909505065,82807,132260,false,false,done
bdd4e7d9-c06c-4915-9c63-57c98f51da97,load-w1-u50-u30,1782909372809,1782909459133,1782909505065,86324,132256,true,false,done
bf9353c2-3adb-4c04-af82-8485c61aecdc,load-w1-u50-u31,1782909372863,1782909459800,1782909505065,86937,132202,false,false,done
2d974eae-e392-4cad-97f9-48b27c9062a7,load-w1-u50-u31,1782909372866,1782909464013,1782909505065,91147,132199,true,false,done
1c61ad4e-0907-4b03-a2f6-61c897f20d98,load-w1-u50-u32,1782909372923,1782909464632,1782909505065,91709,132142,false,false,done
b0780e24-fad1-47cf-bb0a-058f1f0dab92,load-w1-u50-u33,1782909372984,1782909469232,1782909505065,96248,132081,false,false,done
47c19475-1d76-478f-8d39-336fe4a8da97,load-w1-u50-u34,1782909373044,1782909470312,1782909505065,97268,132021,false,false,done
e08c93f0-f33b-49dd-a185-0b2e15ee0b6c,load-w1-u50-u35,1782909373107,1782909471138,1782909505065,98031,131958,false,false,done
07c50225-f8eb-4e4a-9961-b6a40e058af6,load-w1-u50-u35,1782909373114,1782909472274,1782909505065,99160,131951,true,false,done
cdb82b78-4e4a-4909-b2aa-db44eb79e89c,load-w1-u50-u36,1782909373166,1782909474034,1782909505065,100868,131899,false,false,done
d009a276-9f3b-4067-ac9f-ffed37ea023d,load-w1-u50-u37,1782909373226,1782909477823,1782909505065,104597,131839,false,false,done
4dbda5d7-43d5-4def-92a4-123714995d00,load-w1-u50-u38,1782909373288,1782909478727,1782909505065,105439,131777,false,false,done
a2bdca49-7d1b-4d18-903f-baeda8c12288,load-w1-u50-u38,1782909373293,1782909479779,1782909505065,106486,131772,true,false,done
