runId,threadId,publishedAt,claimedAt,completedAt,timeToPickupMs,durationMs,secondMessage,reconnected,status
a92915ee-313c-41e6-8061-7efac948b6e9,load-w3-u50-u0,1782909796362,1782909796365,1782909828008,3,31646,false,false,done
6d1f2e40-4768-4d6d-a047-8a3421582366,load-w3-u50-u0,1782909796367,1782909799299,1782909828008,2932,31641,true,false,done
0f1b3132-7673-449f-8aed-ae199f3fffae,load-w3-u50-u1,1782909796421,1782909796421,1782909828008,0,31587,false,false,done
dad09e50-346a-48f6-8d4a-8165fe6ea6fb,load-w3-u50-u2,1782909796480,1782909796482,1782909828008,2,31528,false,true,done
f318a0b6-db8c-413f-8f57-0511027ff0cd,load-w3-u50-u2,1782909796485,1782909810424,1782909828008,13939,31523,true,false,done
30d6b34b-f837-489d-bd09-844db6049033,load-w3-u50-u3,1782909796541,1782909797435,1782909828008,894,31467,false,false,done
4f628c78-bbb6-4ec3-adf6-f9bfcd39d678,load-w3-u50-u3,1782909796546,1782909798468,1782909828008,1922,31462,true,false,done
b8fbd8af-2951-4df0-94f1-6a262b66fe83,load-w3-u50-u4,1782909796600,1782909798647,1782909828008,2047,31408,false,true,done
6104db38-b31f-4612-a2fe-9cb17134c17b,load-w3-u50-u5,1782909796665,1782909799441,1782909828008,2776,31343,false,false,done
dbe24969-5952-4826-ba0d-94d4a8a70ae8,load-w3-u50-u6,1782909796721,1782909799882,1782909828008,3161,31287,false,false,done
f2b55587-db65-4fcf-a814-8878eaf847d0,load-w3-u50-u7,1782909796782,1782909800030,1782909828008,3248,31226,false,false,done
3d2851aa-2119-4e8f-905a-9da9bfbb8829,load-w3-u50-u7,1782909796792,1782909825290,1782909828008,28498,31216,true,false,done
50cb70c6-53ec-40e2-ac52-2f0ec2b1738e,load-w3-u50-u8,1782909796839,1782909800440,1782909828008,3601,31169,false,true,done
0b045514-f815-4413-a234-cfc101c20b93,load-w3-u50-u9,1782909796901,1782909802289,1782909828008,5388,31107,false,false,done
d9dfabaf-63ec-4095-9537-f44d91ab5760,load-w3-u50-u10,1782909796957,1782909803281,1782909828008,6324,31051,false,false,done
8d4de721-f2c9-4acc-b57c-db0045438dc3,load-w3-u50-u11,1782909797017,1782909803306,1782909828008,6289,30991,false,true,done
db1184ee-2459-4672-8b7a-6406f456bafd,load-w3-u50-u12,1782909797078,1782909803533,1782909828008,6455,30930,false,true,done
ca50d558-cfd8-40e9-8e2a-1035a444aa9e,load-w3-u50-u13,1782909797140,1782909804245,1782909828008,7105,30868,false,false,done
e0807764-0cfc-41f4-b1a1-49f590cceb5f,load-w3-u50-u14,1782909797199,1782909804378,1782909828008,7179,30809,false,false,done
1d89e94b-e450-4066-af2f-cc1089ef2b3c,load-w3-u50-u15,1782909797259,1782909805044,1782909828008,7785,30749,false,true,done
b4527662-d112-4467-942b-7a211a29bc65,load-w3-u50-u16,1782909797321,1782909805423,1782909828008,8102,30687,false,false,done
656f43b5-64a1-425d-852c-84658f328095,load-w3-u50-u17,1782909797377,1782909805755,1782909828008,8378,30631,false,false,done
872e82b0-e6a4-43be-980d-253947ab7558,load-w3-u50-u18,1782909797436,1782909807407,1782909828008,9971,30572,false,false,done
8aefe0ed-a851-44c7-8868-d9ccf77e8343,load-w3-u50-u19,1782909797498,1782909807979,1782909828008,10481,30510,false,false,done
c979ae12-73b3-4204-9221-a25b1093f310,load-w3-u50-u19,1782909797500,1782909826345,1782909829018,28845,31518,true,false,done
57fe4777-ec65-433b-8abb-84bbb24ca8e2,load-w3-u50-u20,1782909797558,1782909808979,1782909828008,11421,30450,false,false,done
b0e2abef-9155-423f-9448-275d92c2d065,load-w3-u50-u21,1782909797618,1782909809302,1782909828008,11684,30390,false,true,done
6223c163-e84b-43d5-aa78-90f898be03ed,load-w3-u50-u22,1782909797677,1782909809614,1782909828008,11937,30331,false,false,done
c03de882-beb6-477d-8885-f14a6de1aa5c,load-w3-u50-u22,1782909797680,1782909827743,1782909828514,30063,30834,true,false,done
ccd9b012-c943-4f99-b92f-344c1442ecb2,load-w3-u50-u23,1782909797740,1782909810613,1782909828008,12873,30268,false,true,done
71f8c5af-2ff3-4494-8292-7f6b83d387c9,load-w3-u50-u24,1782909797803,1782909811260,1782909828008,13457,30205,false,true,done
2ccdb23b-7faf-44e0-a502-83d957361b92,load-w3-u50-u25,1782909797856,1782909811862,1782909828008,14006,30152,false,false,done
48a5f871-1786-4e2b-86a8-3da7022e01cf,load-w3-u50-u26,1782909797922,1782909811946,1782909828008,14024,30086,false,true,done
9a16b1f4-5521-4325-a0dc-4d5c9fa708ae,load-w3-u50-u27,1782909797979,1782909812506,1782909828008,14527,30029,false,false,done
1db3aba1-9143-4cb6-baff-8748f691d5c4,load-w3-u50-u28,1782909798038,1782909812857,1782909828008,14819,29970,false,false,done
0cef147f-1aae-4f23-92ce-248adcf29b70,load-w3-u50-u29,1782909798109,1782909813677,1782909828008,15568,29899,false,true,done
47bbfe69-55e0-4bd5-9640-4e1f33cd7e5a,load-w3-u50-u30,1782909798162,1782909814441,1782909828008,16279,29846,false,false,done
287f15b8-7688-47cb-880e-a1b206edc4c7,load-w3-u50-u30,1782909798171,1782909828004,1782909829524,29833,31353,true,false,done
a2dc9688-8c13-464e-a966-5b6bd3f884fd,load-w3-u50-u31,1782909798218,1782909816475,1782909828008,18257,29790,false,false,done
9d2b8251-f8ab-475b-ada6-cd7278830f83,load-w3-u50-u31,1782909798223,1782909828339,1782909838613,30116,40390,true,false,done
774890f4-5ef9-4f3a-af66-354d7ed59cc7,load-w3-u50-u32,1782909798277,1782909816568,1782909828008,18291,29731,false,false,done
b46e4ae7-3f99-48d0-8fc3-e55121d5ba4b,load-w3-u50-u33,1782909798339,1782909817216,1782909828008,18877,29669,false,false,done
de0004e0-b7f2-4418-8f50-e87bd9fc7e1b,load-w3-u50-u34,1782909798400,1782909818679,1782909828008,20279,29608,false,false,done
358db88d-7290-43c2-a352-ede7565ec139,load-w3-u50-u35,1782909798459,1782909819330,1782909828008,20871,29549,false,false,done
f7179130-01a8-4b70-b549-be7ded11e40c,load-w3-u50-u35,1782909798464,1782909828754,1782909830029,30290,31565,true,false,done
c30aa257-d20f-4f40-a8a1-a9ab4e9d3868,load-w3-u50-u36,1782909798517,1782909819715,1782909828008,21198,29491,false,false,done
5c832ca8-53d8-4e2b-b41b-d680b4a15c37,load-w3-u50-u37,1782909798581,1782909819716,1782909828008,21135,29427,false,false,done
a467ed66-0514-4a0b-8857-a9748017a0a9,load-w3-u50-u38,1782909798649,1782909820359,1782909828008,21710,29359,false,false,done
65462759-7c32-4056-bfa7-1c1879054eda,load-w3-u50-u38,1782909798651,1782909829153,1782909830029,30502,31378,true,false,done
7019098a-e86e-4b28-b135-6d360d144e01,load-w3-u50-u39,1782909798698,1782909820529,1782909828008,21831,29310,false,false,done
8aed4e1f-b4c5-409e-a7fe-3a6f3c5080e4,load-w3-u50-u39,1782909798700,1782909829787,1782909831039,31087,32339,true,false,done
b48fc4aa-344f-4a5a-a01b-db1a5e63af25,load-w3-u50-u40,1782909798757,1782909821499,1782909828008,22742,29251,false,false,done
38edcff3-724b-43ed-84f4-52d6c72e3544,load-w3-u50-u40,1782909798760,1782909829806,1782909831544,31046,32784,true,false,done
a8249468-77fc-4340-8289-5135cd712e2b,load-w3-u50-u41,1782909798820,1782909821565,1782909828008,22745,29188,false,false,done
3a6bc8ff-0b1b-4eab-bd47-d3e57a69b7a7,load-w3-u50-u42,1782909798884,1782909822211,1782909828008,23327,29124,false,true,done
6f59cdb4-ec50-4346-97fa-a389e62e8547,load-w3-u50-u43,1782909798939,1782909822231,1782909828008,23292,29069,false,true,done
bb2b18a4-76c5-41cf-b27d-bac5cf649816,load-w3-u50-u43,1782909798941,1782909830809,1782909832049,31868,33108,true,false,done
4a019d90-17cc-4e6a-b31e-82dc2f549bc7,load-w3-u50-u44,1782909798997,1782909822708,1782909828008,23711,29011,false,false,done
04eb77b8-9be1-4b71-bed1-a45ad7895381,load-w3-u50-u45,1782909799059,1782909822953,1782909828008,23894,28949,false,false,done
85cbd2de-4813-4c16-8514-93e2cce94ffb,load-w3-u50-u46,1782909799119,1782909823750,1782909828008,24631,28889,false,false,done
2953e4d5-17b8-4f0b-99c2-d66f2b9b9e06,load-w3-u50-u47,1782909799176,1782909823852,1782909828008,24676,28832,false,false,done
